,problem_id,problem_code,assistment_id,problem_set_id,problem_set_type,problem_set_name,curriculum,grade_or_subject,unit,link,skill_codes,skill_names,problem_type,problem_body,attempts,correct_count,percent_correct,first_cwa,first_cwa_count,second_cwa,second_cwa_count,third_cwa,third_cwa_count,answer
461544,1197146.0,PRA6QXD,817473.0,PSAVS5M,Problem Set,"3.3 Lesson 8 (3.OA.A.3,3.OA.A.4, 3.OA.B.5)",EngageNY/Eureka Math (© by Great Minds®) *,Grade 3,"Module 3 - Multiplication and Division with Units of 0, 1, 6-9, and Multiples of 10",https://app.assistments.org/find/lv/lesson/357151/551469,3.OA.B.5,Apply Properties of Operations To Multiply & Divide,open_response,"<p>Find two possible answers to&nbsp;the expression&nbsp;<img class=""Wirisformula"" style=""max-width: none; vertical-align: -1px;"" src=""/pluginwiris_engine/app/showimage?formula=fca803bcfc2f80007a1908be1478862a&amp;cw=80&amp;ch=13&amp;cb=12"" alt=""7 space plus space 3 space cross times space 2"" width=""80"" height=""13"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;7&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#215;&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/math&raquo;"" />&nbsp;by placing the parentheses in different places.</p>
<p>&nbsp;</p>",1702.0,124.0,7.3,,,,,,,
107497,1534294.0,PRABFGWD,1078834.0,PSA7Y2N,Practice Problems,"6.6 Lesson 11: The Distributive Property, Part 3 (6.EE.A.2, 6.EE.A.3, 6.EE.A.4)",Open Up Resources,Grade 6,Unit 6  - Expressions and Equations,https://app.assistments.org/find/lv/lesson/355143/855053,6.EE.A.3,Generate Equivalent Expressions using Properties of Operations,algebra,"<p>For each expression, use the distributive property to write an equivalent expression.</p>
<p>&nbsp;</p>
<p><img class=""Wirisformula"" style=""max-width: none; vertical-align: -2px;"" src=""/pluginwiris_engine/app/showimage?formula=5e75a842f05620f2054d07214d2e4509&amp;cw=58&amp;ch=16&amp;cb=14"" width=""58"" height=""16"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mo&raquo;(&laquo;/mo&raquo;&laquo;mi&raquo;x&laquo;/mi&raquo;&laquo;mo&raquo;+&laquo;/mo&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;mo&raquo;)&laquo;/mo&raquo;&laquo;/math&raquo;"" /></p>",9938.0,3680.0,37.0,4x+2,548.0,8x,320.0,6x,314.0,4x+8
92195,1985264.0,PRABSF25,1375930.0,PSABSXEH,Practice Problems (Section A),5.4 Section A Practice Problems: Multi-digit Multiplication Using the Standard Algorithm,Kendall Hunt Illustrative Mathematics,Grade 5,Unit 4 - Wrapping Up Multiplication and Division with Multi-Digit Numbers,https://app.assistments.org/find/lv/lesson/360417/1389737,5.NBT.B.5,Multiply Multi-Digit Whole Numbers Using the Standard Algorithm,numeric,<p>What is the value of F?</p>,250.0,221.0,88.4,30,57.0,60,38.0,6000,19.0,3
225388,1605924.0,PRABG7KU,1129471.0,PSA9JFB,Student Facing Tasks,6.5 Lesson 10: Using Long Division (6.NS.B.2),Open Up Resources,Grade 6,Unit 5 - Arithmetic in Base Ten,https://app.assistments.org/find/lv/lesson/355124/901574,6.NS.B.2,Divide Multi-Digit Whole Numbers,open_response,"<p>Lin has&nbsp;a&nbsp;method of calculating quotients that is different from Elena&rsquo;s method and Andre&rsquo;s method. Here is how she found the quotient of&nbsp;<img class=""Wirisformula"" style=""max-width: none; vertical-align: -1px;"" src=""/pluginwiris_engine/app/showimage?formula=824c89f0c4dbe3c034cb7bf5adaa882f&amp;cw=66&amp;ch=13&amp;cb=12"" width=""66"" height=""13"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;657&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#247;&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;/math&raquo;"" />:</p>
<p><img id=""mce_1"" src=""/images/assistments/188652.jpg"" width=""556"" height=""330"" /></p>
<p>&nbsp;</p>
<p>Discuss with your partner how Lin&rsquo;s method is similar to and different from drawing&nbsp;base-ten diagrams or using the&nbsp;partial quotients method.</p>
<p>&nbsp;</p>
<p>Lin subtracted&nbsp;<img class=""Wirisformula"" style=""max-width: none; vertical-align: -1px;"" src=""/pluginwiris_engine/app/showimage?formula=55ce89b2c4af2b6bc3a35205a730d57d&amp;cw=40&amp;ch=13&amp;cb=12"" width=""40"" height=""13"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;3&laquo;/mn&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#8901;&laquo;/mo&raquo;&laquo;mo&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/math&raquo;"" /><span><strong><span class=""mrow""><span class=""mn"">copied for free from openupresources.org</span></span></strong></span></p>",557.0,17.0,3.1,,,,,,,
85058,49273.0,PRABCQR,32130.0,PSAGFD,,(4.NBT.B.4) Adding Whole Numbers - Multiple Addends,Skill Builders,Grade 4,(NBT) Number and Operations in Base Ten ,https://app.assistments.org/find/lv/lesson/328738/5924,4.NBT.B.4-1,Add Multi-Digit Whole Numbers Using the Standard Algorithm,numeric,<p>What is 15 + 22 + 51 + 45 + 25 + 22?</p>,279.0,192.0,68.8,158,7.0,170,5.0,177,3.0,180
241701,663225.0,PRARAZU,417773.0,PSAFWGU,,8-8 Differences of Squares,Textbook Curricula,Glencoe McGraw-Hill,"HS: Algebra I (2012,2014)",https://app.assistments.org/find/lv/lesson/328836/167417,,,choose_1,<p>pg 521 #69</p>,14.0,14.0,100.0,,,,,,,prime
146540,1824342.0,PRABPA5Q,1281832.0,PSABEWJR,,Lesson 24: Find Square Roots (8.G.B.7),Textbook Curricula,Ready,Ready 8 Practice & Problem Solving,https://app.assistments.org/find/lv/lesson/334234/1061206,,,open_response,<p>Explain.</p>,,,,,,,,,,
82614,1797940.0,PRABNRTQ,1265185.0,PSABD4U7,,8.3 Volume of Spheres Independent Practice (8.G.9),Textbook Curricula,Glencoe McGraw-Hill,Grade 8: Course 3 (2016),https://app.assistments.org/find/lv/lesson/332101/1037474,,,numeric,"<p>Give the area in ft<sup>2</sup>, rounded to the nearest tenth if necessary.</p>
<p>&nbsp;</p>
<p>Do not include units in your answer.</p>",,,,,,,,,,28.3
437065,1797732.0,PRABNRM7,1265014.0,PSABD4TC,,14.1 Distance in the Coordinate Plane: Guided Practice (6.NS.8),Textbook Curricula,Houghton-Mifflin-Harcourt,Go Math Middle School,https://app.assistments.org/find/lv/lesson/333089/1037417,,,numeric,"<p><img id=""mce_1"" class=""Wirisformula"" style=""max-width: none; vertical-align: -4px;"" src=""/pluginwiris_engine/app/showimage?formula=133732d9d40b855441c64125dff3df07&amp;cw=193&amp;ch=21&amp;cb=17"" width=""193"" height=""21"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mfenced open=&uml;|&uml; close=&uml;|&uml;&raquo;&laquo;menclose notation=&uml;bottom&uml;&raquo;&laquo;mi mathvariant=&uml;bold&uml;&raquo;A&laquo;/mi&raquo;&laquo;/menclose&raquo;&laquo;/mfenced&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;mfenced open=&uml;|&uml; close=&uml;|&uml;&raquo;&laquo;menclose notation=&uml;bottom&uml;&raquo;&laquo;mi mathvariant=&uml;bold&uml;&raquo;B&laquo;/mi&raquo;&laquo;/menclose&raquo;&laquo;/mfenced&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;menclose notation=&uml;bottom&uml;&raquo;&laquo;mi mathvariant=&uml;bold&uml;&raquo;C&laquo;/mi&raquo;&laquo;/menclose&raquo;&laquo;mo&raquo;-&laquo;/mo&raquo;&laquo;menclose notation=&uml;bottom&uml;&raquo;&laquo;mi mathvariant=&uml;bold&uml;&raquo;D&laquo;/mi&raquo;&laquo;/menclose&raquo;&laquo;mo&raquo;=&laquo;/mo&raquo;&laquo;menclose notation=&uml;bottom&uml;&raquo;&laquo;mi mathvariant=&uml;bold&uml;&raquo;E&laquo;/mi&raquo;&laquo;/menclose&raquo;&laquo;mo mathvariant=&uml;bold&uml;&raquo;&sect;#160;&laquo;/mo&raquo;&laquo;mi&raquo;u&laquo;/mi&raquo;&laquo;mi&raquo;n&laquo;/mi&raquo;&laquo;mi&raquo;i&laquo;/mi&raquo;&laquo;mi&raquo;t&laquo;/mi&raquo;&laquo;mi&raquo;s&laquo;/mi&raquo;&laquo;/math&raquo;"" /></p>
<p>What belongs on line <strong>E</strong>?</p>",,,,,,,,,,4
279909,2014353.0,PRABSZZ7,1392238.0,PSABS74N,Student Facing Tasks,"1.5 Lesson 14 Food Drive (optional) (1.NBT.B, 1.NBT.C.4, 1.NBT.C.5, 1.NBT.C.6)",Kendall Hunt Illustrative Mathematics,Grade 1,Unit 5 - Adding Within 100,https://app.assistments.org/find/lv/lesson/361158/1398080,1.NBT.C.4,Add Within 100 Using Place Value Strategies,numeric,"<p>What is the least amount of boxes the school can pack to send to the Food Bank?</p>
<p>&nbsp;</p>",,,,,,,,,,4
346245,2040206.0,PRABTFEC,1405108.0,PSABUA2N,Tutoring Exit Ticket Lessons 1-6,"Eureka G1,M4,TA,L1-6",Eureka Math Diagnostic Tools,Grade 1,Module 4,https://app.assistments.org/find/lv/lesson/365662/1430692,"K.NBT.A.1, K.OA.A.4","Compose and Decompose Numbers from 11 to 19, Use Tools (or Manipulatives) to Make 10 When Given Up to 10",open_response,"<p><strong>Count and circle 10 things.&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><strong><img id=""mce_1"" src=""/images/assistments/490356.jpg"" width=""290"" height=""203"" /></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>Draw your diagram on paper, take a picture, and upload it using the image upload icon&nbsp;<img id=""mce_2"" src=""/images/assistments/490354.jpg"" alt="""" width=""34"" height=""29"" /></p>
<p>&nbsp;</p>
<p>If you do not have the ability to upload an image of your work, type ""Diagram is on paper.""<strong><br /></strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p style=""text-align: right;""><span style=""font-size: 8pt;""><a class=""waffle-rich-text-link"" href=""https://www.engageny.org/"">Modified from EngageNY &copy;GreatMinds</a></span></p>",,,,,,,,,,
456016,2068152.0,PRABTXDY,1419511.0,PSABVM44,End-of-Unit(B) Spanish,7.5 End-of-Unit Assessment (B) - Spanish Translated,Kendall Hunt Illustrative Mathematics,Grade 7,Unit 5 - Rational Number Arithmetic,https://app.assistments.org/find/lv/lesson/366839/1470169,"7.NS.A.2a, 7.NS.A.3-1","Solve Real-World Problems Involving Operations of Rational Numbers, Understand Applied Context for Multiplying Rational Numbers",numeric,"<p>&iquest;Cu&aacute;ntos segundos antes de que sus colegas le pidieran el reporte, la buceadora estaba en la superficie del agua?</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>No incluyas unidades (segundos) en tu respuesta.</p>",,,,,,,,,,72
418277,1264249.0,PRA8FHB,868962.0,PSAW5SS,,(N.VM.C.8) Matrix Multiplication Skill Builder,Skill Builders,High School: Number and Quantity,(VM) Vector and Matrix Quantities,https://app.assistments.org/find/lv/lesson/367189/591495,HSN.VM.C.8,"Add, Subtract & Multiply Matrices",old_algebra,"<p>Submit C<sub>11</sub>&nbsp;from the following matrix multiplication.</p>
<p>&nbsp;</p>
<table>
<tbody>
<tr>
<td>
<table style=""border-left-width: 1px; border-left-style: solid; border-left-color: black; border-right-width: 1px; border-right-style: solid; border-right-color: black; padding-left: 5px; padding-right: 5px; width: 150px; height: 100px;"">
<tbody>
<tr>
<td style=""text-align: center;"">3</td>
<td style=""text-align: center;"">18</td>
<td style=""text-align: center;"">11</td>
</tr>
<tr>
<td style=""text-align: center;"">13</td>
<td style=""text-align: center;"">5</td>
<td style=""text-align: center;"">16</td>
</tr>
</tbody>
</table>
</td>
<td style=""text-align: center;"">&nbsp;&nbsp;x&nbsp;&nbsp;</td>
<td>
<table style=""border-left-width: 1px; border-left-style: solid; border-left-color: black; border-right-width: 1px; border-right-style: solid; border-right-color: black; padding-left: 5px; padding-right: 5px; width: 100px; height: 150px;"">
<tbody>
<tr style=""text-align: center;"">
<td style=""text-align: center;"">10</td>
<td style=""text-align: center;"">8</td>
</tr>
<tr style=""text-align: center;"">
<td style=""text-align: center;"">5</td>
<td style=""text-align: center;"">2</td>
</tr>
<tr style=""text-align: center;"">
<td style=""text-align: center;"">18</td>
<td style=""text-align: center;"">15</td>
</tr>
</tbody>
</table>
</td>
<td style=""text-align: center;"">&nbsp;=&nbsp;</td>
<td>
<table style=""border-left-width: 1px; border-left-style: solid; border-left-color: black; border-right-width: 1px; border-right-style: solid; border-right-color: black; padding-left: 5px; padding-right: 5px; width: 100px; height: 100px;"">
<tbody>
<tr style=""text-align: center;"">
<td style=""text-align: center;"">C<sub>11</sub></td>
<td style=""text-align: center;"">C<sub>12</sub></td>
</tr>
<tr style=""text-align: center;"">
<td style=""text-align: center;"">C<sub>21</sub></td>
<td style=""text-align: center;"">C<sub>22</sub></td>
</tr>
</tbody>
</table>
</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>",2.0,1.0,50.0,,,,,,,318
22884,39078.0,PRA8WE,28462.0,PSA3U7K,,(6.EE.A.2c) Evaluating Expressions Skill Builder,Skill Builders,Grade 6,(EE) Expressions and Equations ,https://app.assistments.org/find/lv/lesson/328758/732198,6.EE.A.2c-1,Evaluate Algebraic Expressions using Substitution,fill_in_1,"&nbsp; 
<P>We've done the first few steps. Now let's see if you can finish the whole problem.</P>
<P>What is the value of the expression below when x=3?</P>
<P mce_keep=""true"">&nbsp;</P>
<P>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 4x + 1</P>",,,,,,,,,,13
268414,1586619.0,PRABGSC5,1116770.0,PSA83RF,Homework and Practice,5.5 Divide by Multiples of 10,Textbook Curricula,Pearson (Prentice-Hall),Envision 2.0,https://app.assistments.org/find/lv/lesson/329785/887442,,,numeric,"<p>Page 268 #11</p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">Do not include units (yards) in your answer.</span></p>",,,,,,,,,,328
418646,651725.0,PRAQXTU,407016.0,PSAE63G,,5-5 Inequalities Involving Absolute Value,Textbook Curricula,Glencoe McGraw-Hill,"HS: Algebra I (2012,2014)",https://app.assistments.org/find/lv/lesson/328839/145861,,,open_response,<p>Part c</p>,,,,,,,,,,
259361,1794470.0,PRABNN7V,1262679.0,PSABD24X,,7.4 Properties of Similar Polygons Independent Practice (8.G.4),Textbook Curricula,Glencoe McGraw-Hill,Grade 8: Course 3 (2016),https://app.assistments.org/find/lv/lesson/332100/1035792,,,choose_1,<p>#17b</p>,,,,,,,,,,True
12969,1176415.0,PRA55WX,800161.0,PSAVUAR,,(3.OA.D.8) Multi-step Word Problems Skill Builder,Skill Builders,Grade 3,(OA) Operations and Algebraic Thinking,https://app.assistments.org/find/lv/lesson/327590/552589,3.OA.D.8,Solve 2-Step Word Problems Using All Operations,fill_in_1,"<p>Jarvin starts with <span style=""color: #ff0000;"">$65</span> and then buys board game for<span style=""color: #008000;""> $20.</span></p>
<p><span style=""color: #ff0000;"">$65</span> - <span style=""color: #008000;"">$20</span> = <span style=""color: #ff6600;"">$45</span></p>
<p>&nbsp;</p>
<p>Jarvin then finds <span style=""color: #3366ff;"">$20</span> on the floor.</p>
<p><span style=""color: #ff6600;"">$45</span> + <span style=""color: #3366ff;"">$20</span> =<span style=""color: #993300;""> $65</span></p>
<p>&nbsp;</p>
<p>The answer is <span style=""color: #993300;"">$65</span> type in <span style=""color: #993300;"">65.</span></p>",9.0,8.0,88.9,\,1.0,,,,,"$65, 65"
231723,1919348.0,PRABQ322,1334604.0,PSABPP4D,,Grade 6 Division of Fractions II - Round 1,EngageNY/Eureka Math (© by Great Minds®) *,Grade 6,Fluency Support,https://app.assistments.org/find/lv/lesson/358789/1293323,6.NS.A.1,Interpret & Compute Division of Fractions,numeric,"<p><img class=""Wirisformula"" style=""max-width: none; vertical-align: -12px;"" src=""/pluginwiris_engine/app/showimage?formula=5dfd8cc7e99230fb81bf46936bc266e0&amp;cw=74&amp;ch=35&amp;cb=23"" width=""74"" height=""35"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;5&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;mo&raquo;&sect;#247;&laquo;/mo&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;6&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"" /></p>
<p>Type a mixed number using a space between the whole number and fraction.</p>
<p>For example:</p>
<p>""<img id=""mce_1"" class=""Wirisformula"" style=""max-width: none; vertical-align: -12px;"" src=""/pluginwiris_engine/app/showimage?formula=578776751e60b589df08dbdcf9fda66a&amp;cw=28&amp;ch=35&amp;cb=23"" width=""28"" height=""35"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;1&laquo;/mn&raquo;&laquo;mn&raquo;2&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"" />"" would be written as ""1 1/2""</p>
<p><img src=""/images/assistments/58770.jpg"" alt="""" width=""51"" height=""20"" /></p>
<p style=""font-size: 10px; text-align: right;"">Modified from <a href=""https://www.engageny.org/"" target=""_blank"" rel=""noopener noreferrer"">EngageNY</a> &copy;Great Minds <a href=""https://new.assistments.org/curricula/great-minds"" target=""_blank"" rel=""noopener noreferrer"">Disclaimer</a></p>",230.0,132.0,57.4,77/30,5.0,35/66,3.0,4 1/5,2.0,66/35
415502,1177981.0,PRA57DU,801584.0,PSAU8GH,,Comparing Bits and Pieces Investigation 1 ACE,Textbook Curricula,Pearson (Prentice-Hall),CMP 3,https://app.assistments.org/find/lv/lesson/329143/534509,,,choose_1,<p>Page 40 #75</p>,,,,,,,,,,"I completed the problem and it was difficult., I completed the problem and it was easy., I was unable to complete the problem."
266914,186443.0,PRADJQY,97485.0,PSAPKZ,,(4.NBT.B.4) Subtracting Whole Numbers Skill Builder,Skill Builders,Grade 4,(NBT) Number and Operations in Base Ten ,https://app.assistments.org/find/lv/lesson/328738/11833,4.NBT.B.4-2,Subtract Multi-Digit Whole Numbers Using the Standard Algorithm,numeric,<p>What is 878 - 202?</p>,98.0,84.0,85.7,678,1.0,707,1.0,606,1.0,676
20576,1601189.0,PRABG4K6,1126598.0,PSABHXFF,Student Facing Tasks,"7.8 Lesson 3 What Are Probabilities? (7.SP.C.5, 7.SP.C.6, 7.SP.C.7, 7.SP.C.7.a)",Kendall Hunt Illustrative Mathematics,Grade 7,Unit 8 - Probability and Sampling,https://app.assistments.org/find/lv/lesson/350963/1151438,7.SP.C.7a,Develop a Uniform Probabilty Model of a Single Event,open_response,<p>What could you do to get a better guess of the sample space?</p>,138.0,0.0,0.0,,,,,,,
102960,2012852.0,PRABSZAG,1391534.0,PSABS7YF,Student Facing Tasks,"1.4 Lesson 3 Addition and Subtraction with Tens (1.NBT.B.2.c, 1.NBT.C.4, 1.NBT.C.5, 1.NBT.C.6, 1.OA.C.5, 1.OA.C.6, 1.OA.D.8)",Kendall Hunt Illustrative Mathematics,Grade 1,Unit 4 - Numbers to 99,https://app.assistments.org/find/lv/lesson/361122/1397950,1.NBT.B.2c,Apply Knowledge of Multiples of 10,numeric,"<p>How many do you see?</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""/images/assistments/478076.jpg"" alt="""" width=""87"" height=""136"" /></p>
<p>&nbsp;</p>",13.0,12.0,92.3,04,2.0,,,,,40
374773,1593224.0,PRABGXA5,1121513.0,PSA88CJ,,7-3 Rational Exponents,Textbook Curricula,Glencoe McGraw-Hill,HS: Algebra I (2018),https://app.assistments.org/find/lv/lesson/331407/891878,,,open_response,"<p>Part b</p>
<p>&nbsp;</p>
<p><strong></strong></p>
<p><span style=""font-weight: 400;"">Draw your graph on paper, take a picture, and upload it using the image upload icon<img src=""/images/assistments/100953.jpg"" alt="""" width=""34"" height=""29"" /> </span></p>
<p>&nbsp;</p>
<p><span style=""font-weight: 400;"">If you do not have the ability to upload an image of your work type ""Graph is on paper.""</span></p>",,,,,,,,,,
360527,1015664.0,PRAZZQG,676953.0,PSAPMY7,,Lesson 9.3 Relating Congruent and Similar Figures to Geometric Transformations,Textbook Curricula,Houghton-Mifflin-Harcourt,Math in Focus,https://app.assistments.org/find/lv/lesson/329668/367781,,,open_response,"<p>Page 75 #8c</p>
<p>Describe the transformation.</p>",,,,,,,,,,
284212,1335862.0,PRABAERN,927810.0,PSAZVTN,Problem Set,4.5 Lesson 8 (4.NF.1),EngageNY/Eureka Math (© by Great Minds®) *,Grade 4,"Module 5 - Fraction Equivalence, Ordering, and Operations",https://app.assistments.org/find/lv/lesson/357483/673207,4.NF.A.1,"Explain, Recognize & Generate Equivalent Fractions",open_response,"<p>Use multiplication to find an equivalent fraction for&nbsp;the&nbsp;fraction below.</p>
<p><br /><img id=""mce_1"" class=""Wirisformula"" style=""max-width: none; vertical-align: -12px;"" src=""/pluginwiris_engine/app/showimage?formula=513997472e832463e223b601e6e39516&amp;cw=18&amp;ch=35&amp;cb=23"" width=""18"" height=""35"" align=""middle"" data-mathml=""&laquo;math xmlns=&uml;http://www.w3.org/1998/Math/MathML&uml;&raquo;&laquo;mfrac&raquo;&laquo;mn&raquo;4&laquo;/mn&raquo;&laquo;mn&raquo;5&laquo;/mn&raquo;&laquo;/mfrac&raquo;&laquo;/math&raquo;"" /></p>",2167.0,185.0,8.5,,,,,,,
